date,store,item,sales,year,month,quarter,day,day_of_week,day_of_year,week_of_year,is_weekend,lag_7,lag_14,lag_30,lag_90,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,forecast_demand,avg_daily_demand,demand_std,safety_stock,reorder_point,current_inventory,inventory_status
2017-12-31,5,50,36,2017,12,4,31,6,365,52,1,62.0,59.0,46.0,47.0,43.42857142857143,42.96666666666667,12.177262183500623,8.703876795105344,49.410816,42.96666666666667,8.703876795105344,37.996684179291144,338.7633508459578,152,Reorder Required
2017-12-31,10,48,60,2017,12,4,31,6,365,52,1,53.0,58.0,50.0,48.0,48.0,49.23333333333333,8.582928793055745,10.142717221912456,56.520325,49.23333333333333,10.142717221912456,44.277927189593264,388.9112605229265,229,Reorder Required
2017-12-31,4,7,63,2017,12,4,31,6,365,52,1,48.0,53.0,49.0,54.0,52.42857142857143,52.23333333333333,6.948792289723119,8.771754565702256,58.499863,52.23333333333333,8.771754565702256,38.29300388519686,403.92633721853014,142,Reorder Required
2017-12-31,4,8,89,2017,12,4,31,6,365,52,1,78.0,82.0,76.0,79.0,66.14285714285714,70.46666666666667,9.370673604897734,12.367179405053207,78.63555,70.46666666666667,12.367179405053207,53.98879385639937,547.2554605230661,64,Reorder Required
2017-12-31,4,9,62,2017,12,4,31,6,365,52,1,50.0,62.0,42.0,47.0,46.0,46.8,10.754843869934808,9.827477313370531,52.392513,46.8,9.827477313370531,42.901750627407544,370.5017506274075,156,Reorder Required
2017-12-31,4,10,69,2017,12,4,31,6,365,52,1,86.0,93.0,55.0,74.0,63.57142857142857,67.36666666666666,12.367391841143204,11.238736379250772,75.492165,67.36666666666666,11.238736379250772,49.062587491684866,520.6292541583515,121,Reorder Required
2017-12-31,4,11,80,2017,12,4,31,6,365,52,1,66.0,83.0,63.0,62.0,67.14285714285714,66.53333333333333,6.743603671346354,10.467464644885917,74.44698,66.53333333333333,10.467464644885917,45.69560870775312,511.4289420410865,238,Reorder Required
2017-12-31,4,12,79,2017,12,4,31,6,365,52,1,71.0,63.0,58.0,63.0,67.57142857142857,65.1,10.32564998530598,12.4854397958805,74.34062,65.1,12.4854397958805,54.5050583701286,510.20505837012854,70,Reorder Required
2017-12-31,4,13,113,2017,12,4,31,6,365,52,1,75.0,83.0,75.0,76.0,78.85714285714286,76.66666666666667,8.97085227145078,13.295924533308217,85.707886,76.66666666666667,13.295924533308217,58.04322111359651,594.7098877802632,152,Reorder Required
2017-12-31,4,14,64,2017,12,4,31,6,365,52,1,56.0,64.0,57.0,51.0,52.42857142857143,53.06666666666667,6.803360514165812,10.45823659340693,60.1971,53.06666666666667,10.45823659340693,45.65532374440961,417.1219904110763,171,Reorder Required
2017-12-31,4,15,100,2017,12,4,31,6,365,52,1,88.0,107.0,90.0,88.0,77.42857142857143,80.93333333333334,14.246135649795136,14.764667361605676,95.91215,80.93333333333334,14.764667361605676,64.45500274851129,630.9883360818446,260,Reorder Required
2017-12-31,4,16,27,2017,12,4,31,6,365,52,1,28.0,26.0,24.0,24.0,21.428571428571427,22.066666666666663,5.593363414414735,5.419844337587565,25.15383,22.066666666666663,5.419844337587565,23.660274432198193,178.12694109886485,264,Healthy
2017-12-31,4,17,26,2017,12,4,31,6,365,52,1,31.0,39.0,29.0,25.0,26.571428571428573,28.9,9.554355775546249,6.691992126466537,32.24379,28.9,6.691992126466537,29.213822454684045,231.51382245468403,124,Reorder Required
2017-12-31,4,18,85,2017,12,4,31,6,365,52,1,85.0,94.0,80.0,72.0,77.14285714285714,74.5,11.246163366952423,11.643408672602602,85.32165,74.5,11.643408672602602,50.82918020531861,572.3291802053186,252,Reorder Required
2017-12-31,4,19,38,2017,12,4,31,6,365,52,1,43.0,46.0,39.0,28.0,39.42857142857143,37.3,5.159365040297911,7.38194442191717,43.28718,37.3,7.38194442191717,32.22580206861394,293.3258020686139,137,Reorder Required
2017-12-31,4,20,53,2017,12,4,31,6,365,52,1,51.0,47.0,47.0,48.0,41.85714285714285,40.53333333333333,5.639993245520886,8.067531064164791,47.441437,40.53333333333333,8.067531064164791,35.21872346861271,318.95205680194607,166,Reorder Required
2017-12-31,4,21,49,2017,12,4,31,6,365,52,1,49.0,29.0,40.0,30.0,38.285714285714285,34.63333333333333,7.364651739091143,7.402158740731406,41.434998,34.63333333333333,7.402158740731406,32.31404746844726,274.7473808017806,149,Reorder Required
2017-12-31,4,22,91,2017,12,4,31,6,365,52,1,79.0,85.0,78.0,86.0,69.0,73.03333333333333,14.651507317223446,15.432798332376782,82.767685,73.03333333333333,15.432798332376782,67.37172159511414,578.6050549284475,153,Reorder Required
2017-12-31,4,23,21,2017,12,4,31,6,365,52,1,30.0,35.0,21.0,31.0,26.285714285714285,26.066666666666663,3.093772546814855,7.0463163931688575,30.295242,26.066666666666663,7.0463163931688575,30.760621378413994,213.22728804508063,201,Reorder Required
2017-12-31,4,24,53,2017,12,4,31,6,365,52,1,58.0,71.0,60.0,58.0,59.0,59.36666666666667,6.16441400296864,6.82027066574565,66.08682,59.36666666666667,6.82027066574565,29.773821091924674,445.34048775859134,180,Reorder Required
2017-12-31,4,25,111,2017,12,4,31,6,365,52,1,89.0,78.0,68.0,72.0,71.57142857142857,70.53333333333333,14.397420403867836,13.132568972448182,81.15547,70.53333333333333,13.132568972448182,57.33009410122655,551.0634274345599,199,Reorder Required
2017-12-31,4,26,45,2017,12,4,31,6,365,52,1,55.0,43.0,46.0,42.0,40.42857142857143,42.73333333333333,9.271050693010976,8.677888402511376,48.58242,42.73333333333333,8.677888402511376,37.88323212005752,337.0165654533908,102,Reorder Required
2017-12-31,4,27,27,2017,12,4,31,6,365,52,1,23.0,20.0,19.0,20.0,19.857142857142858,19.066666666666663,4.670066788550781,5.225490132651384,22.58032,19.066666666666663,5.225490132651384,22.811823159538843,156.2784898262055,51,Reorder Required
2017-12-31,4,28,104,2017,12,4,31,6,365,52,1,92.0,79.0,74.0,95.0,76.42857142857143,78.5,15.650954633899303,14.524058518956537,89.506424,78.5,14.524058518956537,63.40462733303835,612.9046273330383,137,Reorder Required
2017-12-31,4,29,76,2017,12,4,31,6,365,52,1,87.0,78.0,75.0,62.0,63.0,63.833333333333336,12.675435561221294,11.57608513818212,71.938416,63.833333333333336,11.57608513818212,50.535280011712096,497.36861334504545,285,Reorder Required
2017-12-31,4,30,51,2017,12,4,31,6,365,52,1,35.0,46.0,45.0,25.0,33.0,36.333333333333336,5.446711546122383,7.164728420068442,40.608246,36.333333333333336,7.164728420068442,31.27754785784939,285.6108811911827,207,Reorder Required
2017-12-31,4,31,71,2017,12,4,31,6,365,52,1,63.0,56.0,56.0,51.0,52.85714285714285,54.56666666666667,11.781745363465006,9.27244093642748,61.193687,54.56666666666667,9.27244093642748,40.47874506113127,422.445411727798,87,Reorder Required
2017-12-31,4,32,44,2017,12,4,31,6,365,52,1,53.0,49.0,40.0,45.0,39.71428571428572,39.46666666666667,9.72478424292425,6.931852184852197,46.742012,39.46666666666667,6.931852184852197,30.260929060194766,306.5275957268614,179,Reorder Required
2017-12-31,4,33,80,2017,12,4,31,6,365,52,1,92.0,70.0,75.0,78.0,63.285714285714285,62.06666666666667,15.59609230666703,11.655791318669468,70.153336,62.06666666666667,11.655791318669468,50.88323651872728,485.349903185394,241,Reorder Required
2017-12-31,4,6,73,2017,12,4,31,6,365,52,1,60.0,61.0,48.0,53.0,47.71428571428572,51.7,9.92831448793951,9.606571026987025,56.467846,51.7,9.606571026987025,41.93738651765195,403.83738651765196,237,Reorder Required
2017-12-31,4,34,31,2017,12,4,31,6,365,52,1,24.0,30.0,25.0,24.0,22.428571428571427,24.066666666666663,5.318431562567585,5.638129631990007,27.05349,24.066666666666663,5.638129631990007,24.61319662855297,193.0798632952196,70,Reorder Required
2017-12-31,4,5,19,2017,12,4,31,6,365,52,1,13.0,27.0,14.0,8.0,15.714285714285714,16.466666666666665,5.936168397046544,5.210952215143218,18.465525,16.466666666666665,5.210952215143218,22.748358030931666,138.0150246975983,210,Healthy
2017-12-31,4,3,46,2017,12,4,31,6,365,52,1,48.0,37.0,25.0,29.0,36.285714285714285,32.833333333333336,8.596787882969142,6.690617894940012,38.84896,32.833333333333336,6.690617894940012,29.207823261160087,259.04115659449343,253,Reorder Required
2017-12-31,3,26,49,2017,12,4,31,6,365,52,1,63.0,62.0,43.0,40.0,43.85714285714285,46.03333333333333,11.524301445619932,9.08004000193758,51.9844,46.03333333333333,9.08004000193758,39.63882077041471,361.8721541037481,107,Reorder Required
2017-12-31,3,27,32,2017,12,4,31,6,365,52,1,30.0,24.0,23.0,28.0,21.714285714285715,21.066666666666663,6.7506613432633165,4.933581851460119,25.022131,21.066666666666663,4.933581851460119,21.53750057537938,169.004167242046,71,Reorder Required
2017-12-31,3,28,92,2017,12,4,31,6,365,52,1,117.0,88.0,87.0,91.0,84.42857142857143,83.06666666666666,17.13531580155575,13.161944446365432,90.620636,83.06666666666666,13.161944446365432,57.45833242896556,638.9249990956323,285,Reorder Required
2017-12-31,3,29,86,2017,12,4,31,6,365,52,1,87.0,74.0,66.0,65.0,71.0,68.1,8.850612031568504,9.657407376794888,76.97759,68.1,9.657407376794888,42.159312077255876,518.8593120772558,138,Reorder Required
2017-12-31,3,30,50,2017,12,4,31,6,365,52,1,61.0,43.0,40.0,42.0,41.42857142857143,39.8,13.64865247142415,8.876159467728616,46.561363,39.8,8.876159467728616,38.74878240578625,317.3487824057862,98,Reorder Required
2017-12-31,3,31,73,2017,12,4,31,6,365,52,1,63.0,64.0,45.0,59.0,52.71428571428572,55.36666666666667,10.71936387593787,8.417892820666953,61.88587,55.36666666666667,8.417892820666953,36.74822409502331,424.31489076169,268,Reorder Required
2017-12-31,3,32,53,2017,12,4,31,6,365,52,1,43.0,47.0,42.0,45.0,44.142857142857146,43.13333333333333,7.840675383931456,6.87691457144798,49.378395,43.13333333333333,6.87691457144798,30.02109947675467,331.954432810088,108,Reorder Required
2017-12-31,3,33,91,2017,12,4,31,6,365,52,1,69.0,82.0,66.0,70.0,66.85714285714286,68.56666666666666,9.227288721117208,9.747442930233086,77.463776,68.56666666666666,9.747442930233086,42.55236135511591,522.5190280217826,219,Reorder Required
2017-12-31,3,34,36,2017,12,4,31,6,365,52,1,32.0,32.0,26.0,23.0,24.0,24.5,6.403124237432977,6.190927733942656,27.54569,24.5,6.190927733942656,27.026431028495114,198.52643102849513,269,Healthy
2017-12-31,3,35,84,2017,12,4,31,6,365,52,1,58.0,78.0,64.0,57.0,61.57142857142857,64.2,11.844227044670577,10.962003340694368,71.91977,64.2,10.962003340694368,47.85451227238531,497.25451227238534,237,Reorder Required
2017-12-31,3,36,96,2017,12,4,31,6,365,52,1,84.0,92.0,77.0,72.0,72.71428571428571,74.1,11.220729116450968,12.996949244156488,84.7149,74.1,12.996949244156488,56.7380475792355,575.4380475792354,257,Reorder Required
2017-12-31,3,37,36,2017,12,4,31,6,365,52,1,28.0,43.0,28.0,29.0,25.285714285714285,27.933333333333334,4.956957592256127,7.2155642756537315,31.123423,27.933333333333334,7.2155642756537315,31.499471259929777,227.0328045932631,64,Reorder Required
2017-12-31,3,38,99,2017,12,4,31,6,365,52,1,95.0,74.0,77.0,84.0,75.42857142857143,77.96666666666667,14.152233544063646,12.9067833898015,85.81895,77.96666666666667,12.9067833898015,56.3444294740701,602.1110961407368,239,Reorder Required
2017-12-31,3,39,46,2017,12,4,31,6,365,52,1,41.0,61.0,50.0,29.0,43.0,43.5,9.831920802502133,9.547521794361002,49.577087,43.5,9.547521794361002,41.67960770299982,346.1796077029998,239,Reorder Required
2017-12-31,3,40,38,2017,12,4,31,6,365,52,1,27.0,30.0,30.0,16.0,29.142857142857142,28.23333333333333,3.97611918955235,5.76961920295715,31.859465,28.23333333333333,5.76961920295715,25.187212991436073,222.8205463247694,224,Healthy
2017-12-31,3,41,29,2017,12,4,31,6,365,52,1,24.0,19.0,31.0,29.0,18.857142857142858,20.766666666666666,5.367450401216909,5.462621155183406,23.871298,20.766666666666666,5.462621155183406,23.84701618723985,169.21368285390653,239,Healthy
2017-12-31,3,42,37,2017,12,4,31,6,365,52,1,55.0,35.0,45.0,24.0,39.142857142857146,36.53333333333333,10.139503134252882,8.439371333562093,43.293255,36.53333333333333,8.439371333562093,36.84198832104917,292.5753216543825,100,Reorder Required
